subscription_id,customer_id,start_date,end_date,subscription_type,price,media
3004,689,2018-07-20,2018-08-20,MONTHLY,50,NONE
3005,689,2018-08-20,2018-09-20,MONTHLY,50,NONE
3006,689,2018-09-20,2018-10-20,MONTHLY,50,NONE
3007,690,2018-07-25,2018-08-25,MONTHLY,50,FACEBOOK_ADS
3008,690,2018-08-25,2018-09-25,MONTHLY,50,FACEBOOK_ADS
3009,690,2018-09-25,2018-10-25,MONTHLY,50,FACEBOOK_ADS
3010,691,2018-07-24,2018-08-24,MONTHLY,50,NONE
3011,692,2018-07-26,2018-08-26,MONTHLY,50,NONE
3012,692,2018-08-26,2018-09-26,MONTHLY,50,NONE
3013,692,2018-09-26,2018-10-26,MONTHLY,50,NONE
3014,692,2018-10-26,2018-11-26,MONTHLY,50,NONE
3015,692,2018-11-26,2018-12-26,MONTHLY,50,NONE
3016,692,2018-12-26,2019-01-26,MONTHLY,50,NONE
3017,692,2019-01-26,2019-02-26,MONTHLY,50,NONE
3018,692,2019-02-26,2019-03-26,MONTHLY,50,NONE
3019,692,2019-03-26,2019-04-26,MONTHLY,50,NONE
3020,692,2019-04-26,2019-05-26,MONTHLY,50,NONE
3021,692,2019-05-26,2019-06-26,MONTHLY,50,NONE
3022,692,2019-06-26,2019-07-26,MONTHLY,50,NONE
3023,692,2019-07-26,2019-08-26,MONTHLY,50,NONE
3024,692,2019-08-26,2019-09-26,MONTHLY,50,NONE
3025,692,2019-09-26,2019-10-26,MONTHLY,50,NONE
3026,692,2019-10-26,2019-11-26,MONTHLY,50,NONE
3027,692,2019-11-26,2019-12-26,MONTHLY,50,NONE
3028,693,2018-07-26,2018-08-26,MONTHLY,50,GOOGLE_AD_WORDS
3029,694,2018-07-11,2018-08-11,MONTHLY,50,NONE
3030,695,2018-07-30,2018-08-30,MONTHLY,50,FACEBOOK_ADS
3031,695,2018-08-30,2018-09-30,MONTHLY,50,FACEBOOK_ADS
3032,695,2018-09-30,2018-10-30,MONTHLY,50,FACEBOOK_ADS
3033,695,2018-10-30,2018-11-30,MONTHLY,50,FACEBOOK_ADS
3034,695,2018-11-30,2018-12-30,MONTHLY,50,FACEBOOK_ADS
3035,695,2018-12-30,2019-01-30,MONTHLY,50,FACEBOOK_ADS
3036,695,2019-01-30,2019-02-28,MONTHLY,50,FACEBOOK_ADS
3037,695,2019-02-28,2019-03-28,MONTHLY,50,FACEBOOK_ADS
3038,695,2019-03-28,2019-04-28,MONTHLY,50,FACEBOOK_ADS
3039,695,2019-04-28,2019-05-28,MONTHLY,50,FACEBOOK_ADS
3040,695,2019-05-28,2019-06-28,MONTHLY,50,FACEBOOK_ADS
3041,696,2018-07-21,2018-08-21,MONTHLY,50,NONE
3042,696,2018-08-21,2018-09-21,MONTHLY,50,NONE
3043,696,2018-09-21,2018-10-21,MONTHLY,50,NONE
3044,696,2018-10-21,2018-11-21,MONTHLY,50,NONE
3045,696,2018-11-21,2018-12-21,MONTHLY,50,NONE
3046,696,2018-12-21,2019-01-21,MONTHLY,50,NONE
3047,697,2018-07-04,2018-08-04,MONTHLY,50,FACEBOOK_ADS
3048,698,2018-07-18,2018-08-18,MONTHLY,50,NONE
3049,698,2018-08-18,2018-09-18,MONTHLY,50,NONE
3050,698,2018-09-18,2018-10-18,MONTHLY,50,NONE
3051,698,2018-10-18,2018-11-18,MONTHLY,50,NONE
3052,698,2018-11-18,2018-12-18,MONTHLY,50,NONE
3053,698,2018-12-18,2019-01-18,MONTHLY,50,NONE
3054,698,2019-01-18,2019-02-18,MONTHLY,50,NONE
3055,698,2019-02-18,2019-03-18,MONTHLY,50,NONE
3056,698,2019-03-18,2019-04-18,MONTHLY,50,NONE
3057,698,2019-04-18,2019-05-18,MONTHLY,50,NONE
3058,698,2019-05-18,2019-06-18,MONTHLY,50,NONE
3059,698,2019-06-18,2019-07-18,MONTHLY,50,NONE
3060,699,2018-07-26,2018-08-26,MONTHLY,50,NONE
3061,699,2018-08-26,2018-09-26,MONTHLY,50,NONE
3062,699,2018-09-26,2018-10-26,MONTHLY,50,NONE
3063,700,2018-08-01,2018-09-01,MONTHLY,50,NONE
3064,700,2018-09-01,2018-10-01,MONTHLY,50,NONE
3065,700,2018-10-01,2018-11-01,MONTHLY,50,NONE
3066,700,2018-11-01,2018-12-01,MONTHLY,50,NONE
3067,700,2018-12-01,2019-01-01,MONTHLY,50,NONE
3068,701,2018-07-29,2018-08-29,MONTHLY,50,FACEBOOK_ADS
3069,702,2018-07-23,2018-08-23,MONTHLY,50,FACEBOOK_ADS
3070,703,2018-07-07,2018-08-07,MONTHLY,50,FACEBOOK_ADS
3071,703,2018-08-07,2018-09-07,MONTHLY,50,FACEBOOK_ADS
3072,703,2018-09-07,2018-10-07,MONTHLY,50,FACEBOOK_ADS
3073,703,2018-10-07,2018-11-07,MONTHLY,50,FACEBOOK_ADS
3074,703,2018-11-07,2018-12-07,MONTHLY,50,FACEBOOK_ADS
3075,703,2018-12-07,2019-01-07,MONTHLY,50,FACEBOOK_ADS
3076,704,2018-07-06,2018-08-06,MONTHLY,50,FACEBOOK_ADS
3077,705,2018-07-29,2018-08-29,MONTHLY,50,FACEBOOK_ADS
3078,705,2018-08-29,2018-09-29,MONTHLY,50,FACEBOOK_ADS
3079,705,2018-09-29,2018-10-29,MONTHLY,50,FACEBOOK_ADS
3080,705,2018-10-29,2018-11-29,MONTHLY,50,FACEBOOK_ADS
3081,706,2018-07-06,2018-08-06,MONTHLY,50,NONE
3082,707,2018-07-20,2018-08-20,MONTHLY,50,NONE
3083,707,2018-08-20,2018-09-20,MONTHLY,50,NONE
3084,707,2018-09-20,2018-10-20,MONTHLY,50,NONE
3085,707,2018-10-20,2018-11-20,MONTHLY,50,NONE
3086,707,2018-11-20,2018-12-20,MONTHLY,50,NONE
3087,707,2018-12-20,2019-01-20,MONTHLY,50,NONE
3088,707,2019-01-20,2019-02-20,MONTHLY,50,NONE
3089,707,2019-02-20,2019-03-20,MONTHLY,50,NONE
3090,707,2019-03-20,2019-04-20,MONTHLY,50,NONE
3091,707,2019-04-20,2019-05-20,MONTHLY,50,NONE
3092,707,2019-05-20,2019-06-20,MONTHLY,50,NONE
3093,707,2019-06-20,2019-07-20,MONTHLY,50,NONE
3094,707,2019-07-20,2019-08-20,MONTHLY,50,NONE
3095,707,2019-08-20,2019-09-20,MONTHLY,50,NONE
3096,707,2019-09-20,2019-10-20,MONTHLY,50,NONE
3097,707,2019-10-20,2019-11-20,MONTHLY,50,NONE
3098,707,2019-11-20,2019-12-20,MONTHLY,50,NONE
3099,707,2019-12-20,2020-01-20,MONTHLY,50,NONE
3100,708,2018-07-26,2018-08-26,MONTHLY,50,NONE
3101,709,2018-07-08,2019-07-08,YEARLY,400,GOOGLE_AD_WORDS
3102,710,2018-07-18,2018-08-18,MONTHLY,50,FACEBOOK_ADS
3103,710,2018-08-18,2018-09-18,MONTHLY,50,FACEBOOK_ADS
3104,711,2018-07-23,2018-08-23,MONTHLY,50,NONE
3105,712,2018-07-11,2018-08-11,MONTHLY,50,NONE
3106,713,2018-07-27,2019-07-27,YEARLY,400,FACEBOOK_ADS
3107,713,2019-07-27,2020-07-27,YEARLY,400,FACEBOOK_ADS
3108,714,2018-07-20,2018-08-20,MONTHLY,50,FACEBOOK_ADS
3109,715,2018-07-22,2019-07-22,YEARLY,400,FACEBOOK_ADS
3110,716,2018-07-23,2018-08-23,MONTHLY,50,NONE
3111,717,2018-07-27,2018-08-27,MONTHLY,50,NONE
3112,717,2018-08-27,2018-09-27,MONTHLY,50,NONE
3113,717,2018-09-27,2018-10-27,MONTHLY,50,NONE
3114,717,2018-10-27,2018-11-27,MONTHLY,50,NONE
3115,717,2018-11-27,2018-12-27,MONTHLY,50,NONE
3116,717,2018-12-27,2019-01-27,MONTHLY,50,NONE
3117,718,2018-07-31,2019-07-31,YEARLY,400,NONE
3118,718,2019-07-31,2020-07-31,YEARLY,400,NONE
3119,719,2018-07-04,2018-08-04,MONTHLY,50,FACEBOOK_ADS
3120,720,2018-07-02,2018-08-02,MONTHLY,50,FACEBOOK_ADS
3121,720,2018-08-02,2018-09-02,MONTHLY,50,FACEBOOK_ADS
3122,720,2018-09-02,2018-10-02,MONTHLY,50,FACEBOOK_ADS
3123,720,2018-10-02,2018-11-02,MONTHLY,50,FACEBOOK_ADS
3124,720,2018-11-02,2018-12-02,MONTHLY,50,FACEBOOK_ADS
3125,720,2018-12-02,2019-01-02,MONTHLY,50,FACEBOOK_ADS
3126,720,2019-01-02,2019-02-02,MONTHLY,50,FACEBOOK_ADS
3127,720,2019-02-02,2019-03-02,MONTHLY,50,FACEBOOK_ADS
3128,720,2019-03-02,2019-04-02,MONTHLY,50,FACEBOOK_ADS
3129,720,2019-04-02,2019-05-02,MONTHLY,50,FACEBOOK_ADS
3130,720,2019-05-02,2019-06-02,MONTHLY,50,FACEBOOK_ADS
3131,720,2019-06-02,2019-07-02,MONTHLY,50,FACEBOOK_ADS
3132,721,2018-07-07,2018-08-07,MONTHLY,50,FACEBOOK_ADS
3133,721,2018-08-07,2018-09-07,MONTHLY,50,FACEBOOK_ADS
3134,721,2018-09-07,2018-10-07,MONTHLY,50,FACEBOOK_ADS
3135,721,2018-10-07,2018-11-07,MONTHLY,50,FACEBOOK_ADS
3136,721,2018-11-07,2018-12-07,MONTHLY,50,FACEBOOK_ADS
3137,721,2018-12-07,2019-01-07,MONTHLY,50,FACEBOOK_ADS
3138,721,2019-01-07,2019-02-07,MONTHLY,50,FACEBOOK_ADS
3139,722,2018-07-23,2018-08-23,MONTHLY,50,NONE
3140,723,2018-07-30,2018-08-30,MONTHLY,50,NONE
3141,724,2018-07-14,2018-08-14,MONTHLY,50,NONE
3142,724,2018-08-14,2018-09-14,MONTHLY,50,NONE
3143,724,2018-09-14,2018-10-14,MONTHLY,50,NONE
3144,725,2018-07-07,2018-08-07,MONTHLY,50,GOOGLE_AD_WORDS
3145,726,2018-07-25,2018-08-25,MONTHLY,50,GOOGLE_AD_WORDS
3146,727,2018-07-27,2018-08-27,MONTHLY,50,NONE
3147,728,2018-07-05,2018-08-05,MONTHLY,50,GOOGLE_AD_WORDS
3148,728,2018-08-05,2018-09-05,MONTHLY,50,GOOGLE_AD_WORDS
3149,728,2018-09-05,2018-10-05,MONTHLY,50,GOOGLE_AD_WORDS
3150,728,2018-10-05,2018-11-05,MONTHLY,50,GOOGLE_AD_WORDS
3151,728,2018-11-05,2018-12-05,MONTHLY,50,GOOGLE_AD_WORDS
3152,729,2018-07-19,2019-07-19,YEARLY,400,GOOGLE_AD_WORDS
3153,730,2018-07-14,2018-08-14,MONTHLY,50,FACEBOOK_ADS
3154,731,2018-07-26,2018-08-26,MONTHLY,50,GOOGLE_AD_WORDS
3155,731,2018-08-26,2018-09-26,MONTHLY,50,GOOGLE_AD_WORDS
3156,731,2018-09-26,2018-10-26,MONTHLY,50,GOOGLE_AD_WORDS
3157,731,2018-10-26,2018-11-26,MONTHLY,50,GOOGLE_AD_WORDS
3158,731,2018-11-26,2018-12-26,MONTHLY,50,GOOGLE_AD_WORDS
3159,731,2018-12-26,2019-01-26,MONTHLY,50,GOOGLE_AD_WORDS
3160,731,2019-01-26,2019-02-26,MONTHLY,50,GOOGLE_AD_WORDS
3161,731,2019-02-26,2019-03-26,MONTHLY,50,GOOGLE_AD_WORDS
3162,731,2019-03-26,2019-04-26,MONTHLY,50,GOOGLE_AD_WORDS
3163,731,2019-04-26,2019-05-26,MONTHLY,50,GOOGLE_AD_WORDS
3164,731,2019-05-26,2019-06-26,MONTHLY,50,GOOGLE_AD_WORDS
3165,731,2019-06-26,2019-07-26,MONTHLY,50,GOOGLE_AD_WORDS
3166,731,2019-07-26,2019-08-26,MONTHLY,50,GOOGLE_AD_WORDS
3167,731,2019-08-26,2019-09-26,MONTHLY,50,GOOGLE_AD_WORDS
3168,731,2019-09-26,2019-10-26,MONTHLY,50,GOOGLE_AD_WORDS
3169,731,2019-10-26,2019-11-26,MONTHLY,50,GOOGLE_AD_WORDS
3170,731,2019-11-26,2019-12-26,MONTHLY,50,GOOGLE_AD_WORDS
3171,731,2019-12-26,2020-01-26,MONTHLY,50,GOOGLE_AD_WORDS
3172,732,2018-07-23,2018-08-23,MONTHLY,50,FACEBOOK_ADS
3173,732,2018-08-23,2018-09-23,MONTHLY,50,FACEBOOK_ADS
3174,732,2018-09-23,2018-10-23,MONTHLY,50,FACEBOOK_ADS
3175,732,2018-10-23,2018-11-23,MONTHLY,50,FACEBOOK_ADS
3176,733,2018-07-20,2018-08-20,MONTHLY,50,FACEBOOK_ADS
3177,733,2018-08-20,2018-09-20,MONTHLY,50,FACEBOOK_ADS
3178,734,2018-07-11,2018-08-11,MONTHLY,50,NONE
3179,735,2018-08-25,2018-09-25,MONTHLY,50,NONE
3180,735,2018-09-25,2018-10-25,MONTHLY,50,NONE
3181,735,2018-10-25,2018-11-25,MONTHLY,50,NONE
3182,735,2018-11-25,2018-12-25,MONTHLY,50,NONE
3183,735,2018-12-25,2019-01-25,MONTHLY,50,NONE
3184,736,2018-08-28,2018-09-28,MONTHLY,50,GOOGLE_AD_WORDS
3185,736,2018-09-28,2018-10-28,MONTHLY,50,GOOGLE_AD_WORDS
3186,737,2018-08-07,2018-09-07,MONTHLY,50,NONE
3187,737,2018-09-07,2018-10-07,MONTHLY,50,NONE
3188,737,2018-10-07,2018-11-07,MONTHLY,50,NONE
3189,737,2018-11-07,2018-12-07,MONTHLY,50,NONE
3190,737,2018-12-07,2019-01-07,MONTHLY,50,NONE
3191,737,2019-01-07,2019-02-07,MONTHLY,50,NONE
3192,737,2019-02-07,2019-03-07,MONTHLY,50,NONE
3193,737,2019-03-07,2019-04-07,MONTHLY,50,NONE
3194,737,2019-04-07,2019-05-07,MONTHLY,50,NONE
3195,737,2019-05-07,2019-06-07,MONTHLY,50,NONE
3196,737,2019-06-07,2019-07-07,MONTHLY,50,NONE
3197,738,2018-08-19,2018-09-19,MONTHLY,50,FACEBOOK_ADS
3198,738,2018-09-19,2018-10-19,MONTHLY,50,FACEBOOK_ADS
3199,738,2018-10-19,2018-11-19,MONTHLY,50,FACEBOOK_ADS
3200,738,2018-11-19,2018-12-19,MONTHLY,50,FACEBOOK_ADS
3201,738,2018-12-19,2019-01-19,MONTHLY,50,FACEBOOK_ADS
3202,739,2018-08-11,2018-09-11,MONTHLY,50,FACEBOOK_ADS
3203,739,2018-09-11,2018-10-11,MONTHLY,50,FACEBOOK_ADS
3204,739,2018-10-11,2018-11-11,MONTHLY,50,FACEBOOK_ADS
3205,739,2018-11-11,2018-12-11,MONTHLY,50,FACEBOOK_ADS
3206,739,2018-12-11,2019-01-11,MONTHLY,50,FACEBOOK_ADS
3207,739,2019-01-11,2020-01-11,YEARLY,400,FACEBOOK_ADS
3208,740,2018-08-17,2018-09-17,MONTHLY,50,GOOGLE_AD_WORDS
3209,740,2018-09-17,2018-10-17,MONTHLY,50,GOOGLE_AD_WORDS
3210,740,2018-10-17,2018-11-17,MONTHLY,50,GOOGLE_AD_WORDS
3211,740,2018-11-17,2018-12-17,MONTHLY,50,GOOGLE_AD_WORDS
3212,740,2018-12-17,2019-01-17,MONTHLY,50,GOOGLE_AD_WORDS
3213,740,2019-01-17,2019-02-17,MONTHLY,50,GOOGLE_AD_WORDS
3214,740,2019-02-17,2019-03-17,MONTHLY,50,GOOGLE_AD_WORDS
3215,740,2019-03-17,2019-04-17,MONTHLY,50,GOOGLE_AD_WORDS
3216,740,2019-04-17,2019-05-17,MONTHLY,50,GOOGLE_AD_WORDS
3217,740,2019-05-17,2019-06-17,MONTHLY,50,GOOGLE_AD_WORDS
3218,740,2019-06-17,2019-07-17,MONTHLY,50,GOOGLE_AD_WORDS
3219,740,2019-07-17,2019-08-17,MONTHLY,50,GOOGLE_AD_WORDS
3220,740,2019-08-17,2019-09-17,MONTHLY,50,GOOGLE_AD_WORDS
3221,740,2019-09-17,2019-10-17,MONTHLY,50,GOOGLE_AD_WORDS
3222,740,2019-10-17,2019-11-17,MONTHLY,50,GOOGLE_AD_WORDS
3223,740,2019-11-17,2019-12-17,MONTHLY,50,GOOGLE_AD_WORDS
3224,740,2019-12-17,2020-01-17,MONTHLY,50,GOOGLE_AD_WORDS
3225,741,2018-08-16,2018-09-16,MONTHLY,50,FACEBOOK_ADS
3226,742,2018-08-09,2019-08-09,YEARLY,400,FACEBOOK_ADS
3227,742,2019-08-09,2019-09-09,MONTHLY,50,FACEBOOK_ADS
3228,743,2018-08-09,2018-09-09,MONTHLY,50,FACEBOOK_ADS
3229,744,2018-08-14,2018-09-14,MONTHLY,50,NONE
3230,744,2018-09-14,2018-10-14,MONTHLY,50,NONE
3231,744,2018-10-14,2018-11-14,MONTHLY,50,NONE
3232,744,2018-11-14,2018-12-14,MONTHLY,50,NONE
3233,744,2018-12-14,2019-01-14,MONTHLY,50,NONE
3234,744,2019-01-14,2019-02-14,MONTHLY,50,NONE
3235,744,2019-02-14,2019-03-14,MONTHLY,50,NONE
3236,744,2019-03-14,2019-04-14,MONTHLY,50,NONE
3237,744,2019-04-14,2019-05-14,MONTHLY,50,NONE
3238,744,2019-05-14,2019-06-14,MONTHLY,50,NONE
3239,745,2018-08-12,2018-09-12,MONTHLY,50,GOOGLE_AD_WORDS
3240,745,2018-09-12,2018-10-12,MONTHLY,50,GOOGLE_AD_WORDS
3241,745,2018-10-12,2018-11-12,MONTHLY,50,GOOGLE_AD_WORDS
3242,745,2018-11-12,2018-12-12,MONTHLY,50,GOOGLE_AD_WORDS
3243,745,2018-12-12,2019-01-12,MONTHLY,50,GOOGLE_AD_WORDS
3244,746,2018-08-11,2018-09-11,MONTHLY,50,GOOGLE_AD_WORDS
3245,747,2018-08-23,2019-08-23,YEARLY,400,NONE
3246,747,2019-08-23,2019-09-23,MONTHLY,50,NONE
3247,747,2019-09-23,2019-10-23,MONTHLY,50,NONE
3248,747,2019-10-23,2019-11-23,MONTHLY,50,NONE
3249,748,2018-08-23,2018-09-23,MONTHLY,50,GOOGLE_AD_WORDS
3250,748,2018-09-23,2018-10-23,MONTHLY,50,GOOGLE_AD_WORDS
3251,748,2018-10-23,2018-11-23,MONTHLY,50,GOOGLE_AD_WORDS
3252,748,2018-11-23,2018-12-23,MONTHLY,50,GOOGLE_AD_WORDS
3253,748,2018-12-23,2019-01-23,MONTHLY,50,GOOGLE_AD_WORDS
3254,748,2019-01-23,2019-02-23,MONTHLY,50,GOOGLE_AD_WORDS
3255,749,2018-08-20,2018-09-20,MONTHLY,50,FACEBOOK_ADS
3256,749,2018-09-20,2018-10-20,MONTHLY,50,FACEBOOK_ADS
3257,749,2018-10-20,2018-11-20,MONTHLY,50,FACEBOOK_ADS
3258,749,2018-11-20,2018-12-20,MONTHLY,50,FACEBOOK_ADS
3259,749,2018-12-20,2019-01-20,MONTHLY,50,FACEBOOK_ADS
3260,749,2019-01-20,2019-02-20,MONTHLY,50,FACEBOOK_ADS
3261,750,2018-08-05,2018-09-05,MONTHLY,50,FACEBOOK_ADS
3262,751,2018-08-22,2018-09-22,MONTHLY,50,FACEBOOK_ADS
3263,751,2018-09-22,2018-10-22,MONTHLY,50,FACEBOOK_ADS
3264,751,2018-10-22,2018-11-22,MONTHLY,50,FACEBOOK_ADS
3265,751,2018-11-22,2018-12-22,MONTHLY,50,FACEBOOK_ADS
3266,751,2018-12-22,2019-01-22,MONTHLY,50,FACEBOOK_ADS
3267,752,2018-08-22,2018-09-22,MONTHLY,50,FACEBOOK_ADS
3268,752,2018-09-22,2018-10-22,MONTHLY,50,FACEBOOK_ADS
3269,752,2018-10-22,2018-11-22,MONTHLY,50,FACEBOOK_ADS
3270,752,2018-11-22,2018-12-22,MONTHLY,50,FACEBOOK_ADS
3271,752,2018-12-22,2019-01-22,MONTHLY,50,FACEBOOK_ADS
3272,752,2019-01-22,2019-02-22,MONTHLY,50,FACEBOOK_ADS
3273,752,2019-02-22,2019-03-22,MONTHLY,50,FACEBOOK_ADS
3274,752,2019-03-22,2019-04-22,MONTHLY,50,FACEBOOK_ADS
3275,752,2019-04-22,2019-05-22,MONTHLY,50,FACEBOOK_ADS
3276,752,2019-05-22,2019-06-22,MONTHLY,50,FACEBOOK_ADS
3277,753,2018-08-22,2018-09-22,MONTHLY,50,NONE
3278,754,2018-08-18,2018-09-18,MONTHLY,50,NONE
3279,755,2018-08-07,2018-09-07,MONTHLY,50,FACEBOOK_ADS
3280,756,2018-08-05,2019-08-05,YEARLY,400,NONE
3281,757,2018-08-04,2018-09-04,MONTHLY,50,NONE
3282,757,2018-09-04,2018-10-04,MONTHLY,50,NONE
3283,757,2018-10-04,2018-11-04,MONTHLY,50,NONE
3284,757,2018-11-04,2018-12-04,MONTHLY,50,NONE
3285,757,2018-12-04,2019-01-04,MONTHLY,50,NONE
3286,757,2019-01-04,2019-02-04,MONTHLY,50,NONE
3287,757,2019-02-04,2019-03-04,MONTHLY,50,NONE
3288,757,2019-03-04,2019-04-04,MONTHLY,50,NONE
3289,758,2018-08-20,2018-09-20,MONTHLY,50,GOOGLE_AD_WORDS
3290,759,2018-08-18,2018-09-18,MONTHLY,50,NONE
3291,760,2018-08-23,2018-09-23,MONTHLY,50,NONE
3292,761,2018-08-24,2018-09-24,MONTHLY,50,FACEBOOK_ADS
3293,762,2018-08-15,2018-09-15,MONTHLY,50,FACEBOOK_ADS
3294,763,2018-09-01,2018-10-01,MONTHLY,50,FACEBOOK_ADS
3295,763,2018-10-01,2018-11-01,MONTHLY,50,FACEBOOK_ADS
3296,763,2018-11-01,2018-12-01,MONTHLY,50,FACEBOOK_ADS
3297,764,2018-08-10,2018-09-10,MONTHLY,50,NONE
3298,764,2018-09-10,2018-10-10,MONTHLY,50,NONE
3299,764,2018-10-10,2018-11-10,MONTHLY,50,NONE
3300,764,2018-11-10,2018-12-10,MONTHLY,50,NONE
3301,764,2018-12-10,2019-01-10,MONTHLY,50,NONE
3302,764,2019-01-10,2019-02-10,MONTHLY,50,NONE
3303,764,2019-02-10,2019-03-10,MONTHLY,50,NONE
3304,764,2019-03-10,2019-04-10,MONTHLY,50,NONE
3305,764,2019-04-10,2019-05-10,MONTHLY,50,NONE
3306,764,2019-05-10,2019-06-10,MONTHLY,50,NONE
3307,764,2019-06-10,2019-07-10,MONTHLY,50,NONE
3308,764,2019-07-10,2019-08-10,MONTHLY,50,NONE
3309,764,2019-08-10,2019-09-10,MONTHLY,50,NONE
3310,764,2019-09-10,2019-10-10,MONTHLY,50,NONE
3311,764,2019-10-10,2019-11-10,MONTHLY,50,NONE
3312,764,2019-11-10,2019-12-10,MONTHLY,50,NONE
3313,764,2019-12-10,2020-01-10,MONTHLY,50,NONE
3314,765,2018-08-09,2018-09-09,MONTHLY,50,NONE
3315,765,2018-09-09,2018-10-09,MONTHLY,50,NONE
3316,765,2018-10-09,2018-11-09,MONTHLY,50,NONE
3317,766,2018-08-14,2018-09-14,MONTHLY,50,FACEBOOK_ADS
3318,766,2018-09-14,2018-10-14,MONTHLY,50,FACEBOOK_ADS
3319,766,2018-10-14,2018-11-14,MONTHLY,50,FACEBOOK_ADS
3320,766,2018-11-14,2018-12-14,MONTHLY,50,FACEBOOK_ADS
3321,766,2018-12-14,2019-01-14,MONTHLY,50,FACEBOOK_ADS
3322,766,2019-01-14,2019-02-14,MONTHLY,50,FACEBOOK_ADS
3323,766,2019-02-14,2019-03-14,MONTHLY,50,FACEBOOK_ADS
3324,766,2019-03-14,2019-04-14,MONTHLY,50,FACEBOOK_ADS
3325,766,2019-04-14,2019-05-14,MONTHLY,50,FACEBOOK_ADS
3326,766,2019-05-14,2019-06-14,MONTHLY,50,FACEBOOK_ADS
3327,766,2019-06-14,2019-07-14,MONTHLY,50,FACEBOOK_ADS
3328,766,2019-07-14,2019-08-14,MONTHLY,50,FACEBOOK_ADS
3329,766,2019-08-14,2019-09-14,MONTHLY,50,FACEBOOK_ADS
3330,766,2019-09-14,2019-10-14,MONTHLY,50,FACEBOOK_ADS
3331,766,2019-10-14,2019-11-14,MONTHLY,50,FACEBOOK_ADS
3332,766,2019-11-14,2019-12-14,MONTHLY,50,FACEBOOK_ADS
3333,766,2019-12-14,2020-01-14,MONTHLY,50,FACEBOOK_ADS
3334,767,2018-08-16,2018-09-16,MONTHLY,50,NONE
3335,767,2018-09-16,2018-10-16,MONTHLY,50,NONE
3336,767,2018-10-16,2018-11-16,MONTHLY,50,NONE
3337,767,2018-11-16,2018-12-16,MONTHLY,50,NONE
3338,768,2018-08-03,2019-08-03,YEARLY,400,NONE
3339,769,2018-08-25,2018-09-25,MONTHLY,50,FACEBOOK_ADS
3340,769,2018-09-25,2018-10-25,MONTHLY,50,FACEBOOK_ADS
3341,769,2018-10-25,2018-11-25,MONTHLY,50,FACEBOOK_ADS
3342,769,2018-11-25,2018-12-25,MONTHLY,50,FACEBOOK_ADS
3343,770,2018-08-21,2018-09-21,MONTHLY,50,FACEBOOK_ADS
3344,771,2018-08-18,2018-09-18,MONTHLY,50,FACEBOOK_ADS
3345,771,2018-09-18,2018-10-18,MONTHLY,50,FACEBOOK_ADS
3346,771,2018-10-18,2018-11-18,MONTHLY,50,FACEBOOK_ADS
3347,771,2018-11-18,2018-12-18,MONTHLY,50,FACEBOOK_ADS
3348,772,2018-08-20,2018-09-20,MONTHLY,50,FACEBOOK_ADS
3349,772,2018-09-20,2018-10-20,MONTHLY,50,FACEBOOK_ADS
3350,772,2018-10-20,2018-11-20,MONTHLY,50,FACEBOOK_ADS
3351,772,2018-11-20,2018-12-20,MONTHLY,50,FACEBOOK_ADS
3352,772,2018-12-20,2019-01-20,MONTHLY,50,FACEBOOK_ADS
3353,772,2019-01-20,2019-02-20,MONTHLY,50,FACEBOOK_ADS
3354,772,2019-02-20,2019-03-20,MONTHLY,50,FACEBOOK_ADS
3355,772,2019-03-20,2019-04-20,MONTHLY,50,FACEBOOK_ADS
3356,772,2019-04-20,2019-05-20,MONTHLY,50,FACEBOOK_ADS
3357,772,2019-05-20,2019-06-20,MONTHLY,50,FACEBOOK_ADS
3358,772,2019-06-20,2019-07-20,MONTHLY,50,FACEBOOK_ADS
3359,773,2018-08-21,2019-08-21,YEARLY,400,GOOGLE_AD_WORDS
3360,774,2018-08-13,2019-08-13,YEARLY,400,NONE
3361,775,2018-08-28,2018-09-28,MONTHLY,50,NONE
3362,776,2018-08-17,2018-09-17,MONTHLY,50,NONE
3363,777,2018-08-29,2018-09-29,MONTHLY,50,NONE
3364,778,2018-08-29,2018-09-29,MONTHLY,50,NONE
3365,778,2018-09-29,2018-10-29,MONTHLY,50,NONE
3366,779,2018-08-16,2018-09-16,MONTHLY,50,GOOGLE_AD_WORDS
3367,780,2018-08-31,2019-08-31,YEARLY,400,NONE
3368,781,2018-08-20,2018-09-20,MONTHLY,50,NONE
3369,781,2018-09-20,2018-10-20,MONTHLY,50,NONE
3370,781,2018-10-20,2018-11-20,MONTHLY,50,NONE
3371,781,2018-11-20,2018-12-20,MONTHLY,50,NONE
3372,781,2018-12-20,2019-01-20,MONTHLY,50,NONE
3373,782,2018-08-11,2019-08-11,YEARLY,400,FACEBOOK_ADS
3374,782,2019-08-11,2020-08-11,YEARLY,400,FACEBOOK_ADS
3375,783,2018-08-29,2018-09-29,MONTHLY,50,FACEBOOK_ADS
3376,784,2018-08-26,2018-09-26,MONTHLY,50,GOOGLE_AD_WORDS
3377,784,2018-09-26,2018-10-26,MONTHLY,50,GOOGLE_AD_WORDS
3378,784,2018-10-26,2018-11-26,MONTHLY,50,GOOGLE_AD_WORDS
3379,784,2018-11-26,2018-12-26,MONTHLY,50,GOOGLE_AD_WORDS
3380,785,2018-08-03,2018-09-03,MONTHLY,50,GOOGLE_AD_WORDS
